33,69,65,24,77,205
35,76,61,11,40,133
18,71,63,209,58,111
25,61,74,239,188,191
24,57,50,182,238,237
25,56,64,202,20,83
21,89,85,247,103,129
29,65,62,60,142,172
32,53,100,146,234,87
35,64,75,220,183,122
24,63,98,58,88,232
25,85,100,52,212,143
22,62,85,39,57,58
26,65,67,138,137,108
21,56,64,90,204,136
19,65,80,221,52,172
20,92,56,170,85,60
32,59,78,3,200,122
15,63,63,32,154,200
32,60,67,186,247,23
30,66,96,6,169,155
35,87,81,19,176,219
26,70,65,44,86,88
18,88,62,193,202,40
34,78,89,106,79,73
20,60,70,152,82,27
15,93,81,126,191,118
21,100,91,234,240,27
22,79,75,154,142,249
30,73,61,185,164,190
21,97,77,149,10,17
33,93,72,29,212,60
19,52,94,231,186,205
23,99,57,34,122,160
17,77,97,33,162,200
22,99,53,18,5,61
31,94,70,177,190,158
31,84,68,139,155,91
24,65,76,161,243,84
15,83,88,149,160,68
15,80,61,78,157,31
24,76,90,93,221,163
28,98,61,64,245,231
33,51,81,176,168,248
35,81,66,78,216,202
33,71,99,212,117,48
24,75,74,223,3,223
35,67,82,200,209,255
20,58,76,218,151,153
33,84,92,84,172,135
27,74,69,122,232,93
17,100,97,75,31,131
26,52,96,223,148,11
33,66,54,91,146,7
27,62,78,78,191,242
33,60,92,15,220,87
19,75,57,227,37,165
34,79,71,238,174,88
35,86,78,110,124,211
29,90,54,61,23,179
34,70,57,158,84,183
35,61,84,158,77,27
26,64,63,53,55,187
34,52,63,53,208,184
27,79,63,186,155,183
25,65,97,117,121,96
28,95,89,168,197,145
33,64,69,74,15,251
22,76,100,165,249,188
27,67,54,69,87,55
35,69,80,255,35,160
25,64,85,43,184,152
25,71,56,17,136,74
30,61,82,88,246,95
31,99,67,71,88,136
28,98,85,223,51,141
15,50,85,63,14,104
30,79,53,10,120,164
22,76,63,68,222,96
34,86,50,175,31,154
26,59,86,17,17,68
16,74,57,252,124,197
20,51,88,252,48,112
34,97,91,243,123,151
20,51,84,77,153,77
28,62,54,174,252,227
17,98,92,177,52,149
27,70,50,228,234,75
33,64,50,172,107,200
20,53,90,129,215,144
23,76,73,33,132,201
29,59,64,206,82,212
35,93,54,239,77,102
27,56,93,168,32,200
34,90,86,12,210,94
33,88,90,25,51,58
31,65,88,70,255,184
31,55,76,165,157,80
23,68,75,45,70,42
30,79,97,160,148,175
29,68,99,206,233,28
33,79,51,234,9,217
21,78,92,31,9,63
32,94,82,20,128,132
18,95,55,252,71,227
28,78,73,167,115,102
31,90,59,13,15,90
32,64,50,174,214,23
28,98,56,217,247,196
21,81,69,174,203,253
28,58,66,241,104,26
21,54,100,59,241,144
21,100,59,141,179,32
20,65,63,222,34,243
25,60,99,85,52,64
28,57,61,213,171,38
21,57,74,219,70,19
